"","Gene Symbol","CE Detail","Ensembl ID","ID #","Canonical Splice Junction","Cryptic Exon Location
  (hg38)","Cryptic Exon (bp)","Splice Site (L/R)","type","Noncoding","LEAKY/Weak","Annotated Alternate Exon","Inf. Ins.","UTR","Complex Splicing","Unannotated WT exon","Conserved Region","LeftJunction","RightJunction","LPSI_C","LPSI_CUS","LPSI_CX","LPSI_CXS","LPSI_CXU","LPSI_SgC","LPSI_T","LPSI_TUS","LPSI_TX","LPSI_TXS","LPSI_TXU","RPSI_C","RPSI_CUS","RPSI_CX","RPSI_CXS","RPSI_CXU","RPSI_SgC","RPSI_T","RPSI_TUS","RPSI_TX","RPSI_TXS","RPSI_TXU","avgCtrl","avgT","avgCUS","avgCX","avgCXS","avgCXU","avgTUS","avgTX","avgTXS","avgTXU","maxCtrl","maxTDP","maxDiff","NMDonly","category"
"642","LINC02506",NA,"ENSG00000251129","CE214","chr4:32155407-32157955","chr4:32157019-32157136","118","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr4:32155407-32157018","chr4:32157137-32157955",1.1,0.5,0.5,0,0.9,0,4.1,17.1,5.2,9.4,19,0,0.9,0.7,0.7,1.2,0,5.3,28.6,13.5,21.1,26.9,0.3,4.7,0.7,0.7,0.3,1,22.9,15.8,15.2,23,"1",23,22,"1pct","TDPKDonly"
"643","LINGO1",NA,"ENSG00000169783","CE215","chr15:77615901-77677088","chr15:77640369-77641024","-","-/CT","polyA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr15:77641026-77677088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,31.8,48.9,45.1,36.4,14.6,0,31.8,0,0,0,0,48.9,32,36.4,14.6,"0",48.9,48.9,"10pct","TDPKDonly"
"644","LINGO1",NA,"ENSG00000169783","CE215","chr15:77615901-77677088","chr15:77640369-77641024","-","-/CT","polyA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr15:77641026-77677088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,31.8,48.9,45.1,36.4,14.6,0,31.8,0,0,0,0,48.9,32,36.4,14.6,"0",48.9,48.9,"5pct","TDPKDonly"
"645","LINGO1",NA,"ENSG00000169783","CE215","chr15:77615901-77677088","chr15:77640369-77641024","-","-/CT","polyA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"chr15:77641026-77677088",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,31.8,48.9,45.1,36.4,14.6,0,31.8,0,0,0,0,48.9,32,36.4,14.6,"0",48.9,48.9,"1pct","TDPKDonly"
"646","LINGO1",NA,"ENSG00000169783","CE216","chr15:77735054-77795938","chr15:77756560-77756719","160","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr15:77735054-77756559","chr19:77756720-77677088",0,0.3,0.2,0,0.3,0,10.7,26.3,19.1,13.7,17.2,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0.1,0.1,0,0.1,13.2,8.3,6.8,8.6,"0.1",13.2,13.1,"10pct","NMDi"
"647","LINGO1",NA,"ENSG00000169783","CE216","chr15:77735054-77795938","chr15:77756560-77756719","160","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr15:77735054-77756559","chr19:77756720-77677088",0,0.3,0.2,0,0.3,0,10.7,26.3,19.1,13.7,17.2,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0.1,0.1,0,0.1,13.2,8.3,6.8,8.6,"0.1",13.2,13.1,"5pct","TDPKDonly"
"648","LINGO1",NA,"ENSG00000169783","CE216","chr15:77735054-77795938","chr15:77756560-77756719","160","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr15:77735054-77756559","chr19:77756720-77677088",0,0.3,0.2,0,0.3,0,10.7,26.3,19.1,13.7,17.2,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0.1,0.1,0,0.1,13.2,8.3,6.8,8.6,"0.1",13.2,13.1,"1pct","TDPKDonly"
"649","LRFN1",NA,"ENSG00000128011","CE217","chr19:39316137-39318325","chr19:39316734-39316786","53","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,"Y","chr19:39316137-39316733","chr19:39316787-39318325",0,0,0,0,0,0,16,4,7.9,17,17.5,0,0,0,0,0,0,15.3,7.6,8.9,14.6,19.7,0,15.7,0,0,0,0,5.8,14.3,15.8,18.6,"0",18.6,18.6,"10pct","TDPKDonly"
"650","LRFN1",NA,"ENSG00000128011","CE217","chr19:39316137-39318325","chr19:39316734-39316786","53","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,"Y","chr19:39316137-39316733","chr19:39316787-39318325",0,0,0,0,0,0,16,4,7.9,17,17.5,0,0,0,0,0,0,15.3,7.6,8.9,14.6,19.7,0,15.7,0,0,0,0,5.8,14.3,15.8,18.6,"0",18.6,18.6,"5pct","TDPKDonly"
"651","LRFN1",NA,"ENSG00000128011","CE217","chr19:39316137-39318325","chr19:39316734-39316786","53","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,"Y","chr19:39316137-39316733","chr19:39316787-39318325",0,0,0,0,0,0,16,4,7.9,17,17.5,0,0,0,0,0,0,15.3,7.6,8.9,14.6,19.7,0,15.7,0,0,0,0,5.8,14.3,15.8,18.6,"0",18.6,18.6,"1pct","TDPKDonly"
"652","LRP8",NA,"ENSG00000157193","CE218","chr1:53271347-53275630","chr1:53274483-53274820","338","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:53271347-53274482","chr1:53274821-53275630",1.8,0,1.9,0,1.6,0,5.9,4.4,12.5,7.9,9.8,2.7,1.8,3.7,5.1,3.1,10.3,15.8,11.2,21.6,26.6,21.9,3.7,10.9,0.9,2.6,2.5,2.4,7.8,16.7,17.2,15.8,"3.7",17.2,13.5,"10pct","TDPKDonly"
"653","LRP8",NA,"ENSG00000157193","CE218","chr1:53271347-53275630","chr1:53274483-53274820","338","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:53271347-53274482","chr1:53274821-53275630",1.8,0,1.9,0,1.6,0,5.9,4.4,12.5,7.9,9.8,2.7,1.8,3.7,5.1,3.1,10.3,15.8,11.2,21.6,26.6,21.9,3.7,10.9,0.9,2.6,2.5,2.4,7.8,16.7,17.2,15.8,"3.7",17.2,13.5,"5pct","TDPKDonly"
"654","LRP8",NA,"ENSG00000157193","CE218","chr1:53271347-53275630","chr1:53274483-53274820","338","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr1:53271347-53274482","chr1:53274821-53275630",1.8,0,1.9,0,1.6,0,5.9,4.4,12.5,7.9,9.8,2.7,1.8,3.7,5.1,3.1,10.3,15.8,11.2,21.6,26.6,21.9,3.7,10.9,0.9,2.6,2.5,2.4,7.8,16.7,17.2,15.8,"3.7",17.2,13.5,"1pct","TDPKDonly"
"655","LRRC27",NA,"ENSG00000148814","CE219","chr10:132348357-132351606","chr10:132348963-132349057","95","AG/GT","cassette",NA,NA,"Y",NA,NA,NA,NA,NA,"chr10:132348357-132348962","chr10:132349058-132351606",16.9,5.2,11.7,14.4,9.3,20.6,85.9,81.9,75.7,72,86.8,12.2,6,13.7,12.5,8.2,21.9,85.1,71.7,72.9,71.6,82.4,17.9,85.5,5.6,11.6,13.4,8.8,76.8,76.9,71.8,84.6,"17.9",85.5,67.6,"10pct","TDPKDonly"
"656","LRRC27",NA,"ENSG00000148814","CE219","chr10:132348357-132351606","chr10:132348963-132349057","95","AG/GT","cassette",NA,NA,"Y",NA,NA,NA,NA,NA,"chr10:132348357-132348962","chr10:132349058-132351606",16.9,5.2,11.7,14.4,9.3,20.6,85.9,81.9,75.7,72,86.8,12.2,6,13.7,12.5,8.2,21.9,85.1,71.7,72.9,71.6,82.4,17.9,85.5,5.6,11.6,13.4,8.8,76.8,76.9,71.8,84.6,"17.9",85.5,67.6,"5pct","TDPKDonly"
"657","LRRC27",NA,"ENSG00000148814","CE219","chr10:132348357-132351606","chr10:132348963-132349057","95","AG/GT","cassette",NA,NA,"Y",NA,NA,NA,NA,NA,"chr10:132348357-132348962","chr10:132349058-132351606",16.9,5.2,11.7,14.4,9.3,20.6,85.9,81.9,75.7,72,86.8,12.2,6,13.7,12.5,8.2,21.9,85.1,71.7,72.9,71.6,82.4,17.9,85.5,5.6,11.6,13.4,8.8,76.8,76.9,71.8,84.6,"17.9",85.5,67.6,"1pct","TDPKDonly"
"658","MADD",NA,"ENSG00000110514","CE220","chr11:47324578-47328657","chr11:47324918-47325032","115","AG/GT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr11:47324578-47324917","chr11:47325033-47328657",0.6,0.9,1,1.6,0.6,2.6,55.6,70.2,62.8,72.4,81,0,0,0.5,0,0,0,33.3,36.4,55.4,48.8,63.4,0.8,44.5,0.4,0.6,0.8,0.3,53.3,64,60.6,72.2,"0.8",72.2,71.4,"10pct","TDPKDonly"
"659","MADD",NA,"ENSG00000110514","CE220","chr11:47324578-47328657","chr11:47324918-47325032","115","AG/GT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr11:47324578-47324917","chr11:47325033-47328657",0.6,0.9,1,1.6,0.6,2.6,55.6,70.2,62.8,72.4,81,0,0,0.5,0,0,0,33.3,36.4,55.4,48.8,63.4,0.8,44.5,0.4,0.6,0.8,0.3,53.3,64,60.6,72.2,"0.8",72.2,71.4,"5pct","TDPKDonly"
"660","MADD",NA,"ENSG00000110514","CE220","chr11:47324578-47328657","chr11:47324918-47325032","115","AG/GT","cassette",NA,NA,NA,NA,NA,"Y",NA,NA,"chr11:47324578-47324917","chr11:47325033-47328657",0.6,0.9,1,1.6,0.6,2.6,55.6,70.2,62.8,72.4,81,0,0,0.5,0,0,0,33.3,36.4,55.4,48.8,63.4,0.8,44.5,0.4,0.6,0.8,0.3,53.3,64,60.6,72.2,"0.8",72.2,71.4,"1pct","TDPKDonly"
"661","MAGI2",NA,"ENSG00000187391","CE221","chr7:78346044-78369155","chr7:78367211-78367299","89","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr7:78346044-78367210","chr7:78367300-78369155",0,1.3,2.3,0,6.2,0,0,33,3.2,0,10.3,0,2.6,1.2,0,2.1,0,0,9.6,3.2,0,16.7,0,0,2,2,0,4.2,21.3,5.6,0,13.5,"4.2",21.3,17.1,"10pct","NMDi"
"662","MAGI2",NA,"ENSG00000187391","CE221","chr7:78346044-78369155","chr7:78367211-78367299","89","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr7:78346044-78367210","chr7:78367300-78369155",0,1.3,2.3,0,6.2,0,0,33,3.2,0,10.3,0,2.6,1.2,0,2.1,0,0,9.6,3.2,0,16.7,0,0,2,2,0,4.2,21.3,5.6,0,13.5,"4.2",21.3,17.1,"5pct","NMDi"
"663","MAGI2",NA,"ENSG00000187391","CE221","chr7:78346044-78369155","chr7:78367211-78367299","89","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr7:78346044-78367210","chr7:78367300-78369155",0,1.3,2.3,0,6.2,0,0,33,3.2,0,10.3,0,2.6,1.2,0,2.1,0,0,9.6,3.2,0,16.7,0,0,2,2,0,4.2,21.3,5.6,0,13.5,"4.2",21.3,17.1,"1pct","NMDi"
"664","MAP2K5",NA,"ENSG00000137764","CE222","chr15:67772753-67806645","chr15:67774036-67774125","90","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr15:67772753-67774035","chr15:67774126-67806645",0,1.5,0,1,2.3,0,8,42.5,3.6,9.2,28.3,0,1.8,0.5,1.3,1.3,0,6.1,39.8,13,12.1,31.2,0,7,1.6,1.1,1.1,1.8,41.1,16.2,10.6,29.8,"1.8",41.1,39.3,"10pct","NMDi"
"665","MAP2K5",NA,"ENSG00000137764","CE222","chr15:67772753-67806645","chr15:67774036-67774125","90","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr15:67772753-67774035","chr15:67774126-67806645",0,1.5,0,1,2.3,0,8,42.5,3.6,9.2,28.3,0,1.8,0.5,1.3,1.3,0,6.1,39.8,13,12.1,31.2,0,7,1.6,1.1,1.1,1.8,41.1,16.2,10.6,29.8,"1.8",41.1,39.3,"5pct","TDPKDonly"
"666","MAP2K5",NA,"ENSG00000137764","CE222","chr15:67772753-67806645","chr15:67774036-67774125","90","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr15:67772753-67774035","chr15:67774126-67806645",0,1.5,0,1,2.3,0,8,42.5,3.6,9.2,28.3,0,1.8,0.5,1.3,1.3,0,6.1,39.8,13,12.1,31.2,0,7,1.6,1.1,1.1,1.8,41.1,16.2,10.6,29.8,"1.8",41.1,39.3,"1pct","TDPKDonly"
"667","MAP6D1",NA,"ENSG00000180834","CE223","chr3:183818112-183825146","chr3:183822316-183822413","98","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr3:183818112-183822315","chr3:183822414-183825146",3.9,4.8,2.9,9.1,6.9,0,18.8,8.7,14.3,33.3,50,3.9,4.8,0,0,0,0,25.7,0,40,29.4,44.4,2,22.2,4.8,3.1,4.6,3.5,4.3,35.2,31.3,47.2,"4.8",47.2,42.4,"10pct","TDPKDonly"
"668","MAP6D1",NA,"ENSG00000180834","CE223","chr3:183818112-183825146","chr3:183822316-183822413","98","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr3:183818112-183822315","chr3:183822414-183825146",3.9,4.8,2.9,9.1,6.9,0,18.8,8.7,14.3,33.3,50,3.9,4.8,0,0,0,0,25.7,0,40,29.4,44.4,2,22.2,4.8,3.1,4.6,3.5,4.3,35.2,31.3,47.2,"4.8",47.2,42.4,"5pct","TDPKDonly"
"669","MAP6D1",NA,"ENSG00000180834","CE223","chr3:183818112-183825146","chr3:183822316-183822413","98","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr3:183818112-183822315","chr3:183822414-183825146",3.9,4.8,2.9,9.1,6.9,0,18.8,8.7,14.3,33.3,50,3.9,4.8,0,0,0,0,25.7,0,40,29.4,44.4,2,22.2,4.8,3.1,4.6,3.5,4.3,35.2,31.3,47.2,"4.8",47.2,42.4,"1pct","TDPKDonly"
"670","MAST1",NA,"ENSG00000105613","CE224","chr19:12841067-12843528","chr19:12842139-12842178","40","AG/GT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr19:12841067-12842138","chr19:12842179-12843528",0,0,0,0,0,0,36.3,53.2,39.1,35.9,62.1,0,0,0,0,0,0,36,53.5,32.6,26.8,59.6,0,36.1,0,0,0,0,53.4,42.7,31.4,60.9,"0",60.9,60.9,"10pct","TDPKDonly"
"671","MAST1",NA,"ENSG00000105613","CE224","chr19:12841067-12843528","chr19:12842139-12842178","40","AG/GT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr19:12841067-12842138","chr19:12842179-12843528",0,0,0,0,0,0,36.3,53.2,39.1,35.9,62.1,0,0,0,0,0,0,36,53.5,32.6,26.8,59.6,0,36.1,0,0,0,0,53.4,42.7,31.4,60.9,"0",60.9,60.9,"5pct","TDPKDonly"
"672","MAST1",NA,"ENSG00000105613","CE224","chr19:12841067-12843528","chr19:12842139-12842178","40","AG/GT","cassette",NA,NA,NA,"Y",NA,NA,NA,NA,"chr19:12841067-12842138","chr19:12842179-12843528",0,0,0,0,0,0,36.3,53.2,39.1,35.9,62.1,0,0,0,0,0,0,36,53.5,32.6,26.8,59.6,0,36.1,0,0,0,0,53.4,42.7,31.4,60.9,"0",60.9,60.9,"1pct","TDPKDonly"
"673","MDGA2",NA,"ENSG00000139915","CE225","chr14:46957644-47035010","chr14:46994644-46994727","84","AC/CT","cassette",NA,"Y",NA,NA,NA,NA,NA,NA,"chr14:46957644-46994643","chr14:46994728-47035010",0,14.6,4.7,10,18.5,NA,0,44,0,22.2,43.8,8.9,25.5,11.6,5.3,12,NA,0,26.3,15,8.7,41.3,4.4,0,20,10.3,7.7,15.2,35.1,21.8,15.4,42.5,"20",42.5,22.5,"10pct","NMDi"
"674","MDGA2",NA,"ENSG00000139915","CE225","chr14:46957644-47035010","chr14:46994644-46994727","84","AC/CT","cassette",NA,"Y",NA,NA,NA,NA,NA,NA,"chr14:46957644-46994643","chr14:46994728-47035010",0,14.6,4.7,10,18.5,NA,0,44,0,22.2,43.8,8.9,25.5,11.6,5.3,12,NA,0,26.3,15,8.7,41.3,4.4,0,20,10.3,7.7,15.2,35.1,21.8,15.4,42.5,"20",42.5,22.5,"5pct","NMDi"
"675","MDGA2",NA,"ENSG00000139915","CE225","chr14:46957644-47035010","chr14:46994644-46994727","84","AC/CT","cassette",NA,"Y",NA,NA,NA,NA,NA,NA,"chr14:46957644-46994643","chr14:46994728-47035010",0,14.6,4.7,10,18.5,NA,0,44,0,22.2,43.8,8.9,25.5,11.6,5.3,12,NA,0,26.3,15,8.7,41.3,4.4,0,20,10.3,7.7,15.2,35.1,21.8,15.4,42.5,"20",42.5,22.5,"1pct","NMDi"
"676","MED13L",NA,"ENSG00000123066","CE226","chr12:116022602-116096668","chr12:116054245-116054357","113","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr12:116022602-116054244","chr12:116054358-116096668",0,0,0,0,0,0,17.6,63,22.9,18.2,60.6,1.5,1.8,0,0,0,0,20.8,68.2,27,25,65.8,0.4,19.2,0.9,0,0,0,65.6,36.6,21.6,63.2,"0.9",65.6,64.7,"10pct","TDPKDonly"
"677","MED13L",NA,"ENSG00000123066","CE226","chr12:116022602-116096668","chr12:116054245-116054357","113","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr12:116022602-116054244","chr12:116054358-116096668",0,0,0,0,0,0,17.6,63,22.9,18.2,60.6,1.5,1.8,0,0,0,0,20.8,68.2,27,25,65.8,0.4,19.2,0.9,0,0,0,65.6,36.6,21.6,63.2,"0.9",65.6,64.7,"5pct","TDPKDonly"
"678","MED13L",NA,"ENSG00000123066","CE226","chr12:116022602-116096668","chr12:116054245-116054357","113","AC/CT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr12:116022602-116054244","chr12:116054358-116096668",0,0,0,0,0,0,17.6,63,22.9,18.2,60.6,1.5,1.8,0,0,0,0,20.8,68.2,27,25,65.8,0.4,19.2,0.9,0,0,0,65.6,36.6,21.6,63.2,"0.9",65.6,64.7,"1pct","TDPKDonly"
"679","METTL14",NA,"ENSG00000145388","CE227","chr4:118700643-118703934","chr4:118702886-118702935","50","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr4:118700643-118702885","chr4:118702936-118703934",2.7,7.9,0,3.3,4.3,8.7,8,23.4,3.8,14.8,20.2,4,8.9,1,3.3,4.3,8.7,8,28.5,7.4,14.8,23.5,6,8,8.4,2.7,3.3,4.3,26,14.1,14.8,21.9,"8.4",26,17.6,"10pct","NMDi"
"680","METTL14",NA,"ENSG00000145388","CE227","chr4:118700643-118703934","chr4:118702886-118702935","50","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr4:118700643-118702885","chr4:118702936-118703934",2.7,7.9,0,3.3,4.3,8.7,8,23.4,3.8,14.8,20.2,4,8.9,1,3.3,4.3,8.7,8,28.5,7.4,14.8,23.5,6,8,8.4,2.7,3.3,4.3,26,14.1,14.8,21.9,"8.4",26,17.6,"5pct","TDPKDonly"
"681","METTL14",NA,"ENSG00000145388","CE227","chr4:118700643-118703934","chr4:118702886-118702935","50","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr4:118700643-118702885","chr4:118702936-118703934",2.7,7.9,0,3.3,4.3,8.7,8,23.4,3.8,14.8,20.2,4,8.9,1,3.3,4.3,8.7,8,28.5,7.4,14.8,23.5,6,8,8.4,2.7,3.3,4.3,26,14.1,14.8,21.9,"8.4",26,17.6,"1pct","TDPKDonly"
"682","MFSD1",NA,"ENSG00000118855","CE228","chr3:158824237-158826014","chr3:158825178-158825301","124","AG/GT","cassette",NA,"Y",NA,NA,NA,NA,NA,NA,"chr3:158824237-158825177","chr3:158825302-158826014",2.7,20.5,5.6,9.5,17.4,3.8,5,21,4.8,14,40.4,4.3,17.1,12.7,12.7,22.8,10.5,3.4,24.5,6.3,18.3,41.7,5.3,4.2,18.8,13.4,11.1,20.1,22.8,20.9,16.1,41,"20.1",41,20.9,"10pct","NMDi"
"683","MFSD1",NA,"ENSG00000118855","CE228","chr3:158824237-158826014","chr3:158825178-158825301","124","AG/GT","cassette",NA,"Y",NA,NA,NA,NA,NA,NA,"chr3:158824237-158825177","chr3:158825302-158826014",2.7,20.5,5.6,9.5,17.4,3.8,5,21,4.8,14,40.4,4.3,17.1,12.7,12.7,22.8,10.5,3.4,24.5,6.3,18.3,41.7,5.3,4.2,18.8,13.4,11.1,20.1,22.8,20.9,16.1,41,"20.1",41,20.9,"5pct","NMDi"
"684","MFSD1",NA,"ENSG00000118855","CE228","chr3:158824237-158826014","chr3:158825178-158825301","124","AG/GT","cassette",NA,"Y",NA,NA,NA,NA,NA,NA,"chr3:158824237-158825177","chr3:158825302-158826014",2.7,20.5,5.6,9.5,17.4,3.8,5,21,4.8,14,40.4,4.3,17.1,12.7,12.7,22.8,10.5,3.4,24.5,6.3,18.3,41.7,5.3,4.2,18.8,13.4,11.1,20.1,22.8,20.9,16.1,41,"20.1",41,20.9,"1pct","TDPKDonly"
"685","MGAT5B",NA,"ENSG00000167889","CE229","chr17:76932776-76937987","chr17:76937229-76937368","140","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr17:76932776-76937228","chr17:76937369-76937987",NA,0,0,0,NA,NA,NA,NA,NA,100,40,NA,0,0,0,NA,NA,100,100,100,100,94.7,NA,100,0,0,0,NA,100,86.9,100,67.3,"0",100,100,"10pct","TDPKDonly"
"686","MGAT5B",NA,"ENSG00000167889","CE229","chr17:76932776-76937987","chr17:76937229-76937368","140","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr17:76932776-76937228","chr17:76937369-76937987",NA,0,0,0,NA,NA,NA,NA,NA,100,40,NA,0,0,0,NA,NA,100,100,100,100,94.7,NA,100,0,0,0,NA,100,86.9,100,67.3,"0",100,100,"5pct","TDPKDonly"
"687","MGAT5B",NA,"ENSG00000167889","CE229","chr17:76932776-76937987","chr17:76937229-76937368","140","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr17:76932776-76937228","chr17:76937369-76937987",NA,0,0,0,NA,NA,NA,NA,NA,100,40,NA,0,0,0,NA,NA,100,100,100,100,94.7,NA,100,0,0,0,NA,100,86.9,100,67.3,"0",100,100,"1pct","TDPKDonly"
"688","MNAT1",NA,"ENSG00000020426","CE230","chr14:60812128-60818721","chr14:60817918-60817949","32","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr14:60812128-60817917","chr14:60817950-60818721",0,0,1,0,1.2,0,55.3,74.4,33.3,29,71.4,0,0,1,0,0,0,63.8,80,44,46.3,76.7,0,59.5,0,0.5,0,0.6,77.2,50.1,37.6,74.1,"0.6",77.2,76.6,"10pct","TDPKDonly"
"689","MNAT1",NA,"ENSG00000020426","CE230","chr14:60812128-60818721","chr14:60817918-60817949","32","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr14:60812128-60817917","chr14:60817950-60818721",0,0,1,0,1.2,0,55.3,74.4,33.3,29,71.4,0,0,1,0,0,0,63.8,80,44,46.3,76.7,0,59.5,0,0.5,0,0.6,77.2,50.1,37.6,74.1,"0.6",77.2,76.6,"5pct","TDPKDonly"
"690","MNAT1",NA,"ENSG00000020426","CE230","chr14:60812128-60818721","chr14:60817918-60817949","32","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr14:60812128-60817917","chr14:60817950-60818721",0,0,1,0,1.2,0,55.3,74.4,33.3,29,71.4,0,0,1,0,0,0,63.8,80,44,46.3,76.7,0,59.5,0,0.5,0,0.6,77.2,50.1,37.6,74.1,"0.6",77.2,76.6,"1pct","TDPKDonly"
"691","MNAT1","leaky","ENSG00000020426","CE231","chr14:60798161-60808324","chr14:60799259-60799391","133","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr14:60798161-60799258","chr14:60799392-60808324",1.6,6.2,0,1.9,7.1,13.8,21.1,40,8.3,0,41.2,4.7,7.9,4.6,10.3,13.3,7.4,0,20,8.3,3.5,36.2,6.9,10.6,7.1,6.2,6.1,10.2,30,16.2,1.8,38.7,"10.2",38.7,28.5,"10pct","TDPKDonly"
"692","MNAT1","leaky","ENSG00000020426","CE231","chr14:60798161-60808324","chr14:60799259-60799391","133","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr14:60798161-60799258","chr14:60799392-60808324",1.6,6.2,0,1.9,7.1,13.8,21.1,40,8.3,0,41.2,4.7,7.9,4.6,10.3,13.3,7.4,0,20,8.3,3.5,36.2,6.9,10.6,7.1,6.2,6.1,10.2,30,16.2,1.8,38.7,"10.2",38.7,28.5,"5pct","TDPKDonly"
"693","MNAT1","leaky","ENSG00000020426","CE231","chr14:60798161-60808324","chr14:60799259-60799391","133","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr14:60798161-60799258","chr14:60799392-60808324",1.6,6.2,0,1.9,7.1,13.8,21.1,40,8.3,0,41.2,4.7,7.9,4.6,10.3,13.3,7.4,0,20,8.3,3.5,36.2,6.9,10.6,7.1,6.2,6.1,10.2,30,16.2,1.8,38.7,"10.2",38.7,28.5,"1pct","TDPKDonly"
"694","MPP2",NA,"ENSG00000108852","CE232","chr17:43883356-43898261","chr17:43884084-43884155","72","AC/CT","cassette",NA,NA,"Y","Y",NA,NA,NA,NA,"chr17:43883356-43884083","chr17:43884156-43898261",2.1,2.4,4,3.3,4.6,7.6,19,25.4,9.5,11.4,25.4,1.9,1.6,2.7,1.9,2.7,6.7,14.9,18.9,8.1,11,22.1,4.6,17,2,3.2,2.6,3.6,22.1,14.6,11.2,23.8,"4.6",23.8,19.2,"10pct","TDPKDonly"
"695","MPP2",NA,"ENSG00000108852","CE232","chr17:43883356-43898261","chr17:43884084-43884155","72","AC/CT","cassette",NA,NA,"Y","Y",NA,NA,NA,NA,"chr17:43883356-43884083","chr17:43884156-43898261",2.1,2.4,4,3.3,4.6,7.6,19,25.4,9.5,11.4,25.4,1.9,1.6,2.7,1.9,2.7,6.7,14.9,18.9,8.1,11,22.1,4.6,17,2,3.2,2.6,3.6,22.1,14.6,11.2,23.8,"4.6",23.8,19.2,"5pct","TDPKDonly"
"696","MPP2",NA,"ENSG00000108852","CE232","chr17:43883356-43898261","chr17:43884084-43884155","72","AC/CT","cassette",NA,NA,"Y","Y",NA,NA,NA,NA,"chr17:43883356-43884083","chr17:43884156-43898261",2.1,2.4,4,3.3,4.6,7.6,19,25.4,9.5,11.4,25.4,1.9,1.6,2.7,1.9,2.7,6.7,14.9,18.9,8.1,11,22.1,4.6,17,2,3.2,2.6,3.6,22.1,14.6,11.2,23.8,"4.6",23.8,19.2,"1pct","TDPKDonly"
"697","MRPL1",NA,"ENSG00000169288","CE233","chr4:77894251-77909265","chr4:77906946-77907210","265","AG/GT","cassette",NA,NA,NA,NA,NA,NA,NA,NA,"chr4:77894251-77906945","chr4:77907211-77909265",0,3,1.3,0,3.7,2.4,0,20.3,1,1,18.2,0.7,3.2,1.4,1.8,7.9,2.4,0,23.7,2.8,5.4,29.6,1.4,0,3.1,2.7,0.9,5.8,22,9.7,3.2,23.9,"5.8",23.9,18.1,"10pct","NMDi"
